team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NSH,2022,NSH,NSH,Team Level,4on5,79,0.12,0.11,0.13,25484.0,62.27,7.27,3.71,9.1,1.99,19.66,41.27,7.04,7.27,7.04,61.0,22.0,12.0,95.0,5.0,4.0,0.0,7.0,1.0,16.0,50.0,56.0,78.0,8.0,16.0,203.0,76.0,63.0,31.0,54.0,19.0,10.0,1.87,2.39,3.0,2.0,2.0,1.0,95.0,83.0,83.0,28.0,0.85,0.79,0.79,7.32,7.32,7.19,398.81,50.99,37.26,81.49,13.95,242.24,124.08,47.85,50.99,47.85,397.0,153.0,183.0,733.0,44.0,55.0,7.0,79.0,17.0,202.0,153.0,353.0,506.0,11.0,22.0,242.0,31.0,19.0,84.0,375.0,109.0,66.0,9.52,13.15,28.33,4.0,16.0,24.0,733.0,550.0,550.0,8.0,9.58,12.52,12.42,48.14,48.14,46.15
NSH,2022,NSH,NSH,Team Level,5on4,79,0.82,0.85,0.83,22594.0,327.33,38.41,31.19,67.06,11.3,208.84,109.21,36.04,38.41,36.04,319.0,147.0,160.0,626.0,37.0,28.0,4.0,64.0,8.0,175.0,154.0,282.0,429.0,16.0,32.0,196.0,23.0,15.0,63.0,314.0,108.0,44.0,8.24,13.05,17.13,7.0,8.0,22.0,626.0,466.0,466.0,3.0,7.97,5.15,4.41,41.98,41.98,39.88,74.41,8.19,3.98,10.06,2.25,22.88,49.64,7.98,8.19,7.98,86.0,11.0,13.0,110.0,6.0,3.0,0.0,7.0,0.0,17.0,64.0,80.0,91.0,6.0,12.0,180.0,59.0,60.0,39.0,60.0,27.0,10.0,1.95,3.29,2.95,2.0,3.0,1.0,110.0,97.0,97.0,35.0,0.91,0.71,0.71,8.4,8.4,8.33
CGY,2022,CGY,CGY,Team Level,other,80,0.49,0.5,0.49,9276.0,132.3,29.26,8.91,23.43,4.28,69.0,49.12,26.9,29.26,26.9,127.0,57.0,64.0,248.0,18.0,9.0,0.0,23.0,7.0,54.0,73.0,109.0,166.0,14.0,32.0,110.0,39.0,24.0,25.0,92.0,53.0,39.0,3.67,6.43,19.16,2.0,5.0,11.0,248.0,184.0,184.0,13.0,2.54,3.14,3.14,28.65,28.65,27.12,143.07,30.89,10.09,24.78,4.64,72.07,49.52,28.58,30.89,28.58,141.0,51.0,56.0,248.0,31.0,14.0,6.0,19.0,6.0,63.0,59.0,110.0,161.0,6.0,12.0,137.0,28.0,19.0,26.0,85.0,64.0,43.0,3.55,8.12,19.23,6.0,8.0,17.0,248.0,192.0,192.0,9.0,3.0,4.52,4.52,29.37,29.37,27.52
CGY,2022,CGY,CGY,Team Level,all,80,0.54,0.57,0.56,292418.0,2887.77,270.48,195.82,676.93,96.52,1580.26,1176.99,260.46,271.45,261.44,2856.0,1141.0,1362.0,5359.0,253.0,274.0,42.0,685.0,68.0,1163.0,1554.0,2603.0,3744.0,301.0,671.0,2469.0,1948.0,608.0,688.0,2966.0,745.0,286.0,82.05,91.06,97.37,75.0,92.0,86.0,5387.84,3997.0,4016.78,349.0,43.22,55.53,55.53,258.16,259.15,253.8,2259.29,233.09,154.45,518.05,74.15,1207.11,900.16,223.08,233.86,223.82,2190.0,897.0,1004.0,4091.0,244.0,202.0,32.0,521.0,97.0,870.0,1153.0,1946.0,2843.0,292.0,641.0,2434.0,1727.0,628.0,817.0,2170.0,670.0,247.0,66.0,82.86,84.22,84.0,84.0,76.0,4094.91,3087.0,3093.46,452.0,34.42,42.49,42.55,224.95,225.62,220.11
CGY,2022,CGY,CGY,Team Level,5on5,80,0.55,0.57,0.57,233911.0,2261.6,187.5,145.08,554.69,75.66,1233.63,925.44,181.22,188.47,182.18,2217.0,905.0,1092.0,4214.0,178.0,220.0,33.0,562.0,47.0,893.0,1222.0,2039.0,2944.0,263.0,591.0,1897.0,1781.0,485.0,571.0,2366.0,570.0,186.0,66.59,69.68,51.23,67.0,74.0,37.0,4242.84,3122.0,3141.78,296.0,29.91,41.69,41.69,175.72,176.7,173.88,1729.37,155.17,113.18,417.52,57.05,922.76,703.31,149.96,155.94,150.7,1666.0,703.0,791.0,3160.0,166.0,159.0,24.0,415.0,74.0,652.0,903.0,1500.0,2203.0,266.0,589.0,1847.0,1588.0,538.0,672.0,1739.0,476.0,154.0,52.94,59.19,43.05,70.0,58.0,38.0,3163.91,2369.0,2375.46,393.0,23.46,31.56,31.88,146.76,147.42,145.29
CGY,2022,CGY,CGY,Team Level,4on5,80,0.21,0.23,0.26,25048.0,112.99,11.14,5.92,16.48,3.7,37.1,79.67,10.85,11.14,10.85,124.0,30.0,19.0,173.0,8.0,4.0,0.0,16.0,2.0,20.0,104.0,116.0,146.0,9.0,18.0,218.0,90.0,68.0,43.0,109.0,34.0,11.0,3.07,4.26,3.8,1.0,4.0,3.0,173.0,154.0,154.0,38.0,1.35,1.13,1.13,11.36,11.36,11.29,322.53,40.83,28.05,67.18,10.59,193.07,102.28,38.54,40.83,38.54,310.0,132.0,139.0,581.0,41.0,24.0,2.0,79.0,16.0,144.0,138.0,269.0,401.0,8.0,16.0,240.0,31.0,19.0,75.0,289.0,110.0,43.0,7.79,13.06,19.97,8.0,13.0,20.0,581.0,442.0,442.0,10.0,7.23,4.97,4.71,43.34,43.34,41.85
CGY,2022,CGY,CGY,Team Level,5on4,80,0.87,0.88,0.86,24183.0,380.88,42.58,35.92,82.32,12.89,240.54,122.76,41.51,42.58,41.51,388.0,149.0,187.0,724.0,49.0,41.0,9.0,84.0,12.0,196.0,155.0,339.0,488.0,15.0,30.0,244.0,38.0,31.0,49.0,399.0,88.0,50.0,8.72,10.69,23.18,5.0,9.0,35.0,724.0,537.0,537.0,2.0,9.43,9.58,9.58,42.43,42.43,41.5,64.31,6.2,3.12,8.56,1.87,19.2,45.05,6.0,6.2,6.0,73.0,11.0,18.0,102.0,6.0,5.0,0.0,8.0,1.0,11.0,53.0,67.0,78.0,12.0,24.0,210.0,80.0,52.0,44.0,57.0,20.0,7.0,1.72,2.5,1.98,0.0,5.0,1.0,102.0,84.0,84.0,40.0,0.73,1.44,1.44,5.48,5.48,5.45
WSH,2022,WSH,WSH,Team Level,other,79,0.49,0.52,0.53,11026.0,162.27,33.2,10.86,29.17,5.26,84.98,55.53,30.53,33.2,30.53,155.0,64.0,70.0,289.0,33.0,10.0,3.0,23.0,6.0,82.0,65.0,122.0,186.0,9.0,18.0,116.0,34.0,17.0,23.0,118.0,58.0,43.0,4.33,7.19,21.68,6.0,9.0,18.0,289.0,219.0,219.0,9.0,3.1,4.31,4.31,31.99,31.99,30.37,135.84,35.21,8.66,22.95,4.4,68.36,50.49,32.63,35.21,32.63,135.0,56.0,74.0,265.0,32.0,8.0,2.0,18.0,3.0,69.0,61.0,103.0,159.0,11.0,22.0,133.0,22.0,17.0,35.0,102.0,41.0,48.0,3.73,5.08,26.4,1.0,4.0,27.0,265.0,191.0,191.0,17.0,2.42,2.45,2.28,35.28,35.28,33.47
WSH,2022,WSH,WSH,Team Level,all,79,0.5,0.5,0.5,287564.0,2521.73,249.87,172.98,588.51,84.38,1362.77,1003.5,236.64,249.88,236.76,2466.0,996.0,1253.0,4715.0,242.0,256.0,35.0,507.0,72.0,1139.0,1247.0,2224.0,3220.0,277.0,634.0,2242.0,1957.0,565.0,739.0,2471.0,729.0,262.0,71.78,88.59,89.5,75.0,86.0,81.0,4696.14,3462.0,3454.15,379.0,38.34,52.16,52.62,235.6,235.74,228.86,2470.15,253.92,168.75,568.7,81.68,1356.74,996.26,242.3,254.97,243.34,2431.0,996.0,1211.0,4638.0,249.0,201.0,38.0,544.0,63.0,1092.0,1278.0,2182.0,3178.0,297.0,665.0,2239.0,1790.0,620.0,679.0,2432.0,739.0,256.0,72.55,89.94,91.42,80.0,81.0,88.0,4674.64,3427.0,3449.01,359.0,37.01,45.51,45.51,245.36,246.43,239.82
WSH,2022,WSH,WSH,Team Level,5on5,79,0.5,0.5,0.5,233069.0,1974.9,173.04,129.24,479.19,65.75,1058.47,803.31,165.74,173.05,165.85,1939.0,770.0,1005.0,3714.0,166.0,202.0,26.0,422.0,57.0,857.0,1006.0,1773.0,2543.0,252.0,584.0,1766.0,1832.0,490.0,627.0,1964.0,578.0,167.0,57.27,70.5,45.26,62.0,67.0,37.0,3695.14,2709.0,2701.15,345.0,26.82,39.83,40.54,159.31,159.46,156.52,1947.0,170.53,127.42,469.58,64.43,1069.67,797.36,165.22,171.58,166.26,1903.0,796.0,958.0,3657.0,176.0,154.0,25.0,451.0,50.0,830.0,1038.0,1727.0,2523.0,260.0,593.0,1691.0,1691.0,534.0,551.0,1981.0,566.0,152.0,59.34,69.04,42.15,73.0,67.0,36.0,3693.64,2699.0,2721.0,304.0,26.32,31.89,32.05,164.79,165.87,163.27
WSH,2022,WSH,WSH,Team Level,4on5,79,0.12,0.13,0.15,20698.0,56.96,5.78,2.97,8.43,2.06,19.11,40.66,5.49,5.78,5.49,66.0,13.0,18.0,97.0,2.0,7.0,0.0,8.0,0.0,11.0,51.0,64.0,77.0,7.0,14.0,160.0,54.0,31.0,29.0,56.0,16.0,7.0,1.63,2.07,2.08,1.0,1.0,0.0,97.0,79.0,79.0,19.0,0.68,1.59,1.59,4.86,4.86,4.82,325.12,42.48,29.64,68.0,11.06,199.14,104.68,38.75,42.48,38.75,323.0,132.0,169.0,624.0,34.0,39.0,11.0,69.0,9.0,175.0,129.0,289.0,421.0,21.0,40.0,210.0,21.0,17.0,60.0,291.0,114.0,50.0,7.79,13.42,21.27,5.0,6.0,23.0,624.0,455.0,455.0,10.0,7.57,11.17,11.17,38.88,38.88,36.7
WSH,2022,WSH,WSH,Team Level,5on4,79,0.87,0.87,0.85,22771.0,327.6,37.86,29.92,71.72,11.31,200.21,104.0,34.89,37.86,34.89,306.0,149.0,160.0,615.0,41.0,37.0,6.0,54.0,9.0,189.0,125.0,265.0,414.0,9.0,18.0,200.0,37.0,27.0,60.0,333.0,77.0,45.0,8.55,8.83,20.49,6.0,9.0,26.0,615.0,455.0,455.0,6.0,7.75,6.43,6.17,39.44,39.44,37.16,62.19,5.71,3.02,8.18,1.78,19.56,43.74,5.69,5.71,5.69,70.0,12.0,10.0,92.0,7.0,0.0,0.0,6.0,1.0,18.0,50.0,63.0,75.0,5.0,10.0,205.0,56.0,52.0,33.0,58.0,18.0,6.0,1.69,2.41,1.61,1.0,4.0,2.0,92.0,82.0,82.0,28.0,0.69,0.0,0.0,6.41,6.41,6.38
NJD,2022,NJD,NJD,Team Level,other,80,0.64,0.57,0.59,9198.0,162.88,41.08,11.16,26.91,5.31,85.06,54.48,37.66,41.08,37.66,165.0,59.0,64.0,288.0,40.0,13.0,4.0,20.0,7.0,77.0,67.0,125.0,184.0,5.0,10.0,115.0,27.0,26.0,16.0,94.0,74.0,56.0,3.89,8.96,28.23,6.0,12.0,22.0,288.0,224.0,224.0,4.0,3.2,3.85,3.85,40.42,40.42,38.38,111.8,23.5,8.29,19.65,3.72,61.16,36.68,22.45,23.5,22.45,105.0,48.0,65.0,218.0,23.0,10.0,2.0,10.0,2.0,64.0,44.0,82.0,130.0,9.0,18.0,95.0,41.0,20.0,20.0,76.0,44.0,33.0,3.04,5.1,15.35,4.0,4.0,15.0,218.0,153.0,153.0,6.0,2.47,2.41,2.41,23.56,23.56,22.82
NJD,2022,NJD,NJD,Team Level,all,80,0.56,0.54,0.54,291797.0,2785.27,292.35,187.34,643.51,92.75,1492.23,1090.89,275.34,294.33,277.32,2758.0,1042.0,1347.0,5147.0,278.0,280.0,37.0,480.0,79.0,1386.0,1297.0,2480.0,3522.0,254.0,545.0,2357.0,1328.0,602.0,753.0,2651.0,844.0,305.0,80.87,106.17,105.33,88.0,108.0,82.0,5210.15,3800.0,3842.14,363.0,41.27,60.23,60.3,273.32,275.26,266.96,2329.49,225.67,158.31,544.97,79.09,1283.21,943.76,217.33,225.6,217.28,2246.0,989.0,1191.0,4426.0,216.0,217.0,33.0,375.0,57.0,1163.0,1207.0,2030.0,3019.0,249.0,547.0,2242.0,1799.0,546.0,694.0,2317.0,693.0,225.0,67.33,84.06,74.29,60.0,81.0,75.0,4400.87,3235.0,3227.72,355.0,34.85,43.34,43.43,217.1,216.69,212.18
NJD,2022,NJD,NJD,Team Level,5on5,80,0.56,0.54,0.54,240176.0,2249.78,203.27,145.15,544.96,74.75,1199.97,896.97,194.04,205.25,196.01,2215.0,851.0,1117.0,4183.0,190.0,225.0,25.0,404.0,64.0,1100.0,1083.0,2025.0,2876.0,231.0,501.0,1823.0,1241.0,489.0,641.0,2230.0,642.0,194.0,68.41,81.11,53.76,76.0,81.0,33.0,4246.15,3066.0,3108.14,334.0,30.13,45.75,45.82,187.59,189.52,185.36,1850.9,159.03,119.26,453.56,63.36,1016.57,766.22,154.12,158.95,154.06,1788.0,790.0,968.0,3546.0,149.0,171.0,27.0,322.0,48.0,903.0,985.0,1639.0,2429.0,215.0,479.0,1810.0,1669.0,462.0,607.0,1894.0,548.0,136.0,54.9,66.56,37.57,51.0,60.0,38.0,3520.87,2578.0,2570.72,329.0,24.65,33.35,33.5,150.18,149.77,147.7
NJD,2022,NJD,NJD,Team Level,4on5,80,0.13,0.14,0.15,22220.0,56.89,5.77,2.77,8.21,1.86,17.95,39.45,5.7,5.77,5.7,61.0,15.0,13.0,89.0,9.0,3.0,1.0,4.0,0.0,16.0,44.0,52.0,67.0,6.0,12.0,206.0,40.0,77.0,22.0,52.0,17.0,7.0,1.54,2.25,1.97,2.0,3.0,4.0,89.0,76.0,76.0,21.0,0.64,0.65,0.65,5.76,5.76,5.74,304.11,37.46,27.83,62.42,10.07,185.64,97.59,35.1,37.46,35.1,294.0,127.0,145.0,566.0,37.0,36.0,4.0,37.0,7.0,179.0,125.0,257.0,384.0,18.0,36.0,185.0,25.0,16.0,47.0,286.0,87.0,48.0,7.65,10.58,19.22,4.0,13.0,20.0,566.0,421.0,421.0,3.0,7.06,7.58,7.52,36.99,36.99,35.32
NJD,2022,NJD,NJD,Team Level,5on4,80,0.88,0.86,0.84,20203.0,315.7,42.24,28.25,63.44,10.83,189.24,99.99,37.95,42.24,37.95,317.0,117.0,153.0,587.0,39.0,39.0,7.0,52.0,8.0,193.0,103.0,278.0,395.0,12.0,22.0,213.0,20.0,10.0,74.0,275.0,111.0,48.0,7.03,13.84,21.38,4.0,12.0,23.0,587.0,434.0,434.0,4.0,7.29,9.99,9.99,39.55,39.55,37.48,62.68,5.7,2.92,9.35,1.94,19.83,43.27,5.67,5.7,5.67,59.0,24.0,13.0,96.0,7.0,0.0,0.0,6.0,0.0,17.0,53.0,52.0,76.0,7.0,14.0,152.0,64.0,48.0,20.0,61.0,14.0,8.0,1.73,1.81,2.15,1.0,4.0,2.0,96.0,83.0,83.0,17.0,0.67,0.0,0.0,6.37,6.37,6.33
SEA,2022,SEA,SEA,Team Level,other,79,0.48,0.49,0.49,7979.0,104.86,27.29,7.48,18.6,3.67,55.71,35.26,26.09,27.29,26.09,105.0,43.0,48.0,196.0,32.0,8.0,1.0,14.0,3.0,52.0,39.0,73.0,116.0,4.0,8.0,81.0,31.0,20.0,9.0,86.0,21.0,41.0,2.84,2.89,21.57,5.0,7.0,20.0,196.0,148.0,148.0,5.0,2.19,2.24,2.24,27.25,27.25,26.17,114.85,29.01,8.45,18.92,3.72,62.0,34.9,25.92,29.01,25.92,106.0,51.0,51.0,208.0,31.0,13.0,5.0,14.0,5.0,55.0,39.0,75.0,126.0,3.0,6.0,100.0,35.0,22.0,13.0,72.0,41.0,44.0,2.86,5.32,20.83,2.0,10.0,19.0,208.0,157.0,157.0,0.0,2.47,5.4,5.4,26.09,26.09,24.78
SEA,2022,SEA,SEA,Team Level,all,79,0.51,0.52,0.52,287139.0,2447.25,244.39,170.87,568.45,82.55,1363.93,988.79,235.19,246.15,236.93,2409.0,1010.0,1131.0,4550.0,283.0,201.0,34.0,481.0,88.0,1073.0,1293.0,2126.0,3136.0,267.0,605.0,1973.0,1725.0,760.0,531.0,2497.0,680.0,242.0,73.18,84.98,86.22,101.0,104.0,78.0,4597.81,3419.0,3452.2,268.0,37.51,41.27,41.27,240.63,242.47,236.24,2257.63,234.29,162.04,518.38,75.56,1246.6,889.13,223.27,234.7,223.65,2138.0,988.0,1084.0,4210.0,244.0,204.0,39.0,414.0,73.0,1051.0,1140.0,1894.0,2882.0,274.0,627.0,2383.0,1732.0,626.0,611.0,2192.0,685.0,249.0,63.66,85.62,85.01,64.0,94.0,86.0,4196.73,3126.0,3120.55,311.0,36.08,42.73,42.8,227.56,227.9,221.85
SEA,2022,SEA,SEA,Team Level,5on5,79,0.52,0.53,0.53,234923.0,1986.91,169.72,132.6,477.46,66.74,1105.06,823.42,165.12,171.47,166.86,1952.0,823.0,910.0,3685.0,205.0,153.0,26.0,409.0,69.0,855.0,1084.0,1747.0,2570.0,249.0,566.0,1563.0,1569.0,636.0,464.0,2070.0,568.0,137.0,61.33,70.83,37.55,86.0,88.0,31.0,3732.81,2775.0,2808.2,242.0,27.37,28.58,28.92,168.17,170.0,167.45,1760.4,157.46,119.96,421.88,58.74,964.9,712.07,152.11,157.87,152.49,1658.0,777.0,895.0,3330.0,157.0,154.0,25.0,332.0,59.0,821.0,912.0,1501.0,2278.0,245.0,563.0,1856.0,1605.0,521.0,532.0,1748.0,542.0,145.0,50.87,67.87,38.71,50.0,70.0,37.0,3316.73,2435.0,2429.55,285.0,24.91,29.13,29.2,153.17,153.5,150.99
SEA,2022,SEA,SEA,Team Level,4on5,79,0.11,0.11,0.12,21808.0,45.68,5.04,2.58,6.52,1.6,14.75,30.5,5.0,5.04,5.0,51.0,10.0,11.0,72.0,5.0,2.0,0.0,3.0,1.0,12.0,38.0,46.0,56.0,5.0,13.0,159.0,105.0,70.0,18.0,39.0,15.0,7.0,1.06,2.07,1.92,3.0,2.0,0.0,72.0,61.0,61.0,16.0,0.59,0.48,0.48,5.14,5.14,5.12,329.26,42.88,30.79,69.64,11.38,202.01,104.3,40.4,42.88,40.4,319.0,142.0,130.0,591.0,49.0,36.0,9.0,63.0,8.0,161.0,144.0,270.0,412.0,19.0,41.0,218.0,29.0,18.0,40.0,320.0,87.0,54.0,8.54,10.58,23.77,9.0,12.0,28.0,591.0,461.0,461.0,3.0,8.04,7.9,7.9,43.03,43.03,40.84
SEA,2022,SEA,SEA,Team Level,5on4,79,0.9,0.88,0.86,22429.0,309.81,42.34,28.23,65.88,10.53,188.42,99.61,38.97,42.34,38.97,301.0,134.0,162.0,597.0,41.0,38.0,7.0,55.0,15.0,154.0,132.0,260.0,394.0,9.0,18.0,170.0,20.0,34.0,40.0,302.0,76.0,57.0,7.96,9.19,25.19,7.0,7.0,27.0,597.0,435.0,435.0,5.0,7.37,9.98,9.64,40.08,40.08,37.5,53.12,4.93,2.85,7.94,1.72,17.7,37.86,4.84,4.93,4.84,55.0,18.0,8.0,81.0,7.0,1.0,0.0,5.0,1.0,14.0,45.0,48.0,66.0,7.0,17.0,209.0,63.0,65.0,26.0,52.0,15.0,6.0,1.39,1.86,1.69,3.0,2.0,2.0,81.0,73.0,73.0,23.0,0.65,0.31,0.31,5.28,5.28,5.23
WPG,2022,WPG,WPG,Team Level,other,79,0.52,0.55,0.54,10160.0,156.09,34.86,11.85,26.93,5.24,89.06,48.05,31.27,34.86,31.27,147.0,69.0,66.0,282.0,39.0,10.0,4.0,19.0,2.0,83.0,63.0,108.0,177.0,5.0,10.0,105.0,38.0,20.0,18.0,110.0,63.0,43.0,4.29,7.79,22.79,6.0,12.0,21.0,282.0,216.0,216.0,7.0,3.49,3.88,3.88,34.47,34.47,32.1,130.73,32.16,9.04,23.27,4.38,67.8,44.35,30.69,32.16,30.69,127.0,54.0,49.0,230.0,31.0,11.0,3.0,24.0,2.0,62.0,51.0,96.0,150.0,7.0,16.0,122.0,42.0,15.0,20.0,83.0,54.0,44.0,3.2,6.8,22.16,6.0,6.0,19.0,230.0,181.0,181.0,14.0,2.62,3.49,3.49,31.3,31.3,30.12
WPG,2022,WPG,WPG,Team Level,all,79,0.52,0.52,0.51,286297.0,2520.84,259.33,177.93,573.81,83.97,1415.72,1004.24,246.08,259.17,245.98,2413.0,1102.0,1171.0,4686.0,235.0,217.0,40.0,481.0,64.0,1262.0,1256.0,2178.0,3280.0,280.0,633.0,2097.0,1745.0,591.0,686.0,2508.0,733.0,274.0,75.14,89.31,94.88,88.0,77.0,70.0,4685.59,3515.0,3516.36,476.0,39.61,45.67,45.78,253.16,253.35,245.11,2400.45,241.77,166.75,555.96,79.1,1320.72,962.68,230.65,242.17,231.11,2407.0,920.0,1069.0,4396.0,217.0,204.0,32.0,463.0,55.0,1120.0,1268.0,2190.0,3110.0,306.0,680.0,2186.0,1688.0,541.0,750.0,2377.0,707.0,243.0,69.13,88.59,84.05,68.0,76.0,73.0,4392.31,3327.0,3328.95,545.0,36.87,44.65,44.65,234.0,234.33,227.57
WPG,2022,WPG,WPG,Team Level,5on5,79,0.51,0.51,0.51,229542.0,1941.39,173.04,130.61,463.04,64.89,1087.84,798.58,166.49,172.88,166.39,1863.0,855.0,931.0,3649.0,152.0,172.0,31.0,384.0,54.0,950.0,1006.0,1711.0,2566.0,256.0,584.0,1631.0,1603.0,499.0,573.0,1998.0,548.0,172.0,59.88,67.14,46.02,73.0,52.0,27.0,3648.59,2718.0,2719.36,421.0,27.04,34.6,34.7,165.38,165.57,162.45,1874.85,163.16,124.13,456.57,61.66,1028.17,762.31,156.71,163.56,157.17,1887.0,709.0,848.0,3444.0,145.0,165.0,22.0,380.0,45.0,859.0,1002.0,1742.0,2451.0,268.0,597.0,1615.0,1536.0,457.0,623.0,1918.0,537.0,141.0,56.36,67.72,39.08,54.0,60.0,31.0,3440.31,2596.0,2597.95,465.0,25.7,34.93,34.93,153.94,154.26,151.44
WPG,2022,WPG,WPG,Team Level,4on5,79,0.12,0.12,0.14,22133.0,56.44,5.15,2.57,7.24,1.55,16.88,39.62,4.97,5.15,4.97,59.0,14.0,8.0,81.0,5.0,1.0,0.0,2.0,2.0,13.0,50.0,54.0,68.0,8.0,16.0,158.0,68.0,52.0,43.0,52.0,15.0,6.0,1.6,1.9,1.65,1.0,3.0,1.0,81.0,73.0,73.0,43.0,0.59,0.29,0.29,5.44,5.44,5.35,320.56,39.28,29.69,65.7,10.85,201.59,104.9,36.22,39.28,36.22,311.0,141.0,159.0,611.0,36.0,26.0,7.0,56.0,8.0,187.0,139.0,275.0,416.0,19.0,38.0,217.0,27.0,14.0,44.0,306.0,100.0,46.0,7.85,11.77,19.65,7.0,8.0,21.0,611.0,452.0,452.0,5.0,7.65,5.74,5.74,41.18,41.18,38.46
WPG,2022,WPG,WPG,Team Level,5on4,79,0.87,0.86,0.84,24462.0,366.92,46.27,32.9,76.6,12.29,221.94,117.99,43.35,46.27,43.35,344.0,164.0,166.0,674.0,39.0,34.0,5.0,76.0,6.0,216.0,137.0,305.0,469.0,11.0,23.0,203.0,36.0,20.0,52.0,348.0,107.0,53.0,9.36,12.5,24.41,8.0,10.0,21.0,674.0,508.0,508.0,5.0,8.5,6.9,6.9,47.87,47.87,45.21,74.31,7.17,3.9,10.44,2.21,23.15,51.13,7.03,7.17,7.03,82.0,16.0,13.0,111.0,5.0,2.0,0.0,3.0,0.0,12.0,76.0,77.0,93.0,12.0,29.0,232.0,83.0,55.0,63.0,70.0,16.0,12.0,1.72,2.29,3.16,1.0,2.0,2.0,111.0,98.0,98.0,61.0,0.9,0.49,0.49,7.58,7.58,7.55
CAR,2022,CAR,CAR,Team Level,other,79,0.54,0.58,0.57,8829.0,154.29,33.77,11.22,28.57,5.23,81.16,51.05,30.83,33.77,30.83,144.0,67.0,72.0,283.0,31.0,13.0,2.0,24.0,3.0,79.0,61.0,113.0,180.0,5.0,10.0,118.0,24.0,22.0,22.0,93.0,72.0,46.0,3.78,9.22,20.77,7.0,10.0,14.0,283.0,211.0,211.0,10.0,3.26,3.87,4.2,32.83,32.83,30.65,120.24,29.27,8.64,21.09,3.88,60.44,37.68,26.95,29.27,26.95,120.0,41.0,46.0,207.0,28.0,14.0,3.0,11.0,5.0,54.0,49.0,92.0,133.0,8.0,16.0,105.0,31.0,28.0,19.0,78.0,44.0,39.0,3.23,5.38,20.66,3.0,11.0,14.0,207.0,161.0,161.0,7.0,2.56,6.16,6.16,25.67,25.67,25.2
